,0,1,2
0,0.9971530013361468,-0.0002293434564450622,0.00018337342153806196
1,1.005743309137586,0.00401302493402958,0.005315960156594024
2,0.8049852479605775,0.07592282976111558,0.10323748277347755
3,0.6528342010036082,0.13969741348944792,0.17479026582483076
4,0.5356863175465966,0.11808981141847158,0.19178654283564853
5,0.6906719401067666,0.11950278255377103,0.15485018976710951
6,0.7332208234925752,0.12017340443177223,0.11234050797468506
7,0.5651437714237075,0.17997788686825403,0.13228369774968057
8,0.451883453510197,0.22373632894360246,0.15670415574053137
9,0.44267728608806406,0.15716416537781172,0.17340036550256496
10,0.323750764704555,0.5279918549321104,-0.34957359441437985
11,0.3568399539026849,0.3199229903007578,0.15839978309519717
12,0.3479338555111557,0.2368145027941993,0.18083549418777436
13,0.2772226237176733,0.21529281172775266,0.1891034213160751
14,0.10773920335472197,0.06339866724936963,0.7103237988012894
15,0.11411408716917615,0.9618726127805926,-0.6673199510655741
16,0.1540752153875794,0.6066847118448822,0.10774814059388488
17,0.2497440029619331,0.4153888264343106,0.1513842889449319
18,0.23135222775891823,0.3070732251179533,0.18558101582824665
19,0.0013895458229446905,-0.0006667230544852715,0.9900472429184888
20,0.0017825598608855993,0.9969006357612111,-0.0023920229413278288
21,0.09612186536292086,0.8025209966335107,0.08682839936430327
22,0.1295277145498684,0.6827966490552984,0.0799346907765169
23,0.185985652603732,0.5217771146238124,0.13981145586992347
24,0.2862478999196369,0.08325888592884312,0.4129659134549613
